epoch,map,map_05,train loss,train cls loss,train box reg loss,train obj loss,train rpn loss
1,0.001909875583645579,0.011086632108069207,1.3420848846435547,0.28059047,0.14368837,0.42568448,0.061004646
2,0.07310206774946172,0.2424399797407513,1.0230704545974731,0.19648667,0.26108837,0.12635708,0.031199388
3,0.13514769151146863,0.35943519887442743,0.491684228181839,0.1385812,0.29599217,0.06104436,0.014840602
4,0.15945713350038931,0.4003690723015852,0.521835207939148,0.10145039,0.27350864,0.038583826,0.009385233
5,0.17875628876177801,0.43079649444383145,0.28279364109039307,0.080503695,0.24220018,0.030283378,0.0072821365
6,0.20407339880988518,0.5018538723647876,0.4337616264820099,0.0670226,0.214163,0.024461474,0.006074786
7,0.18762346354121895,0.488796783592977,0.1879941076040268,0.057405706,0.19126137,0.02051615,0.0052842195
8,0.22598267498587232,0.5388997160691524,0.34599167108535767,0.05036977,0.16617355,0.018419644,0.0046984353
